"Season","Half","Conference","Division","Team_ID","Team_Name","Playoffs","GP","W","L","OL","T","PTS","PTS_Pct","GF","GA","SRS","SOS","RPt_Pct","ROW","RW","RgRec","RgPt_Pct"
1962,NA,NA,NA,"MTL","Montreal Canadiens",TRUE,"70","42","14",NA,"14","98","0.7","259","166","1.11","-0.22",NA,NA,NA,NA,NA
1962,NA,NA,NA,"TOR","Toronto Maple Leafs",TRUE,"70","37","22",NA,"11","85","0.607","232","180","0.62","-0.12",NA,NA,NA,NA,NA
1962,NA,NA,NA,"CBH","Chicago Black Hawks",TRUE,"70","31","26",NA,"13","75","0.536","217","186","0.37","-0.07",NA,NA,NA,NA,NA
1962,NA,NA,NA,"NYR","New York Rangers",TRUE,"70","26","32",NA,"12","64","0.457","195","207","-0.14","0.03",NA,NA,NA,NA,NA
1962,NA,NA,NA,"DET","Detroit Red Wings",FALSE,"70","23","33",NA,"14","60","0.429","184","219","-0.42","0.08",NA,NA,NA,NA,NA
1962,NA,NA,NA,"BOS","Boston Bruins",FALSE,"70","15","47",NA,"8","38","0.271","177","306","-1.54","0.31",NA,NA,NA,NA,NA
1963,NA,NA,NA,"TOR","Toronto Maple Leafs",TRUE,"70","35","23",NA,"12","82","0.586","221","180","0.49","-0.1",NA,NA,NA,NA,NA
1963,NA,NA,NA,"CBH","Chicago Black Hawks",TRUE,"70","32","21",NA,"17","81","0.579","194","178","0.19","-0.04",NA,NA,NA,NA,NA
1963,NA,NA,NA,"MTL","Montreal Canadiens",TRUE,"70","28","19",NA,"23","79","0.564","225","183","0.5","-0.1",NA,NA,NA,NA,NA
1963,NA,NA,NA,"DET","Detroit Red Wings",TRUE,"70","32","25",NA,"13","77","0.55","200","194","0.07","-0.01",NA,NA,NA,NA,NA
1963,NA,NA,NA,"NYR","New York Rangers",FALSE,"70","22","36",NA,"12","56","0.4","211","233","-0.26","0.05",NA,NA,NA,NA,NA
1963,NA,NA,NA,"BOS","Boston Bruins",FALSE,"70","14","39",NA,"17","45","0.321","198","281","-0.99","0.2",NA,NA,NA,NA,NA
1964,NA,NA,NA,"MTL","Montreal Canadiens",TRUE,"70","36","21",NA,"13","85","0.607","209","167","0.5","-0.1",NA,NA,NA,NA,NA
1964,NA,NA,NA,"CBH","Chicago Black Hawks",TRUE,"70","36","22",NA,"12","84","0.6","218","169","0.58","-0.12",NA,NA,NA,NA,NA
1964,NA,NA,NA,"TOR","Toronto Maple Leafs",TRUE,"70","33","25",NA,"12","78","0.557","192","172","0.24","-0.05",NA,NA,NA,NA,NA
1964,NA,NA,NA,"DET","Detroit Red Wings",TRUE,"70","30","29",NA,"11","71","0.507","191","204","-0.16","0.03",NA,NA,NA,NA,NA
1964,NA,NA,NA,"NYR","New York Rangers",FALSE,"70","22","38",NA,"10","54","0.386","186","242","-0.67","0.13",NA,NA,NA,NA,NA
1964,NA,NA,NA,"BOS","Boston Bruins",FALSE,"70","18","40",NA,"12","48","0.343","170","212","-0.5","0.1",NA,NA,NA,NA,NA
1965,NA,NA,NA,"DET","Detroit Red Wings",TRUE,"70","40","23",NA,"7","87","0.621","224","175","0.58","-0.12",NA,NA,NA,NA,NA
1965,NA,NA,NA,"MTL","Montreal Canadiens",TRUE,"70","36","23",NA,"11","83","0.593","211","185","0.31","-0.06",NA,NA,NA,NA,NA
1965,NA,NA,NA,"CBH","Chicago Black Hawks",TRUE,"70","34","28",NA,"8","76","0.543","224","176","0.57","-0.11",NA,NA,NA,NA,NA
1965,NA,NA,NA,"TOR","Toronto Maple Leafs",TRUE,"70","30","26",NA,"14","74","0.529","204","173","0.37","-0.07",NA,NA,NA,NA,NA
1965,NA,NA,NA,"NYR","New York Rangers",FALSE,"70","20","38",NA,"12","52","0.371","179","246","-0.8","0.16",NA,NA,NA,NA,NA
1965,NA,NA,NA,"BOS","Boston Bruins",FALSE,"70","21","43",NA,"6","48","0.343","166","253","-1.04","0.21",NA,NA,NA,NA,NA
1966,NA,NA,NA,"MTL","Montreal Canadiens",TRUE,"70","41","21",NA,"8","90","0.643","239","173","0.79","-0.16",NA,NA,NA,NA,NA
1966,NA,NA,NA,"CBH","Chicago Black Hawks",TRUE,"70","37","25",NA,"8","82","0.586","240","187","0.63","-0.13",NA,NA,NA,NA,NA
1966,NA,NA,NA,"TOR","Toronto Maple Leafs",TRUE,"70","34","25",NA,"11","79","0.564","208","187","0.25","-0.05",NA,NA,NA,NA,NA
1966,NA,NA,NA,"DET","Detroit Red Wings",TRUE,"70","31","27",NA,"12","74","0.529","221","194","0.32","-0.07",NA,NA,NA,NA,NA
1966,NA,NA,NA,"BOS","Boston Bruins",FALSE,"70","21","43",NA,"6","48","0.343","174","275","-1.2","0.24",NA,NA,NA,NA,NA
1966,NA,NA,NA,"NYR","New York Rangers",FALSE,"70","18","41",NA,"11","47","0.336","195","261","-0.79","0.16",NA,NA,NA,NA,NA
1967,NA,NA,NA,"CBH","Chicago Black Hawks",TRUE,"70","41","17",NA,"12","94","0.671","264","170","1.12","-0.22",NA,NA,NA,NA,NA
1967,NA,NA,NA,"MTL","Montreal Canadiens",TRUE,"70","32","25",NA,"13","77","0.55","202","188","0.17","-0.03",NA,NA,NA,NA,NA
1967,NA,NA,NA,"TOR","Toronto Maple Leafs",TRUE,"70","32","27",NA,"11","75","0.536","204","211","-0.08","0.02",NA,NA,NA,NA,NA
1967,NA,NA,NA,"NYR","New York Rangers",TRUE,"70","30","28",NA,"12","72","0.514","188","189","-0.01","0",NA,NA,NA,NA,NA
1967,NA,NA,NA,"DET","Detroit Red Wings",FALSE,"70","27","39",NA,"4","58","0.414","212","241","-0.35","0.07",NA,NA,NA,NA,NA
1967,NA,NA,NA,"BOS","Boston Bruins",FALSE,"70","17","43",NA,"10","44","0.314","182","253","-0.85","0.17",NA,NA,NA,NA,NA
1968,NA,NA,"East","MTL","Montreal Canadiens",TRUE,"74","42","22",NA,"10","94",".635","236","167","1.07","0.14",NA,NA,NA,NA,NA
1968,NA,NA,"East","NYR","New York Rangers",TRUE,"74","39","23",NA,"12","90",".608","226","183","0.76","0.18",NA,NA,NA,NA,NA
1968,NA,NA,"East","BOS","Boston Bruins",TRUE,"74","37","27",NA,"10","84",".568","259","216","0.76","0.18",NA,NA,NA,NA,NA
1968,NA,NA,"East","CBH","Chicago Black Hawks",TRUE,"74","32","26",NA,"16","80",".541","212","222","0.13","0.26",NA,NA,NA,NA,NA
